timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
23.900,0.000,0.000,0.000,0.000,0.000,1.456,0.000,2.534,1.598,3.930,3.083,59.250,89.771,60.124
23.910,0.000,0.000,1.133,0.000,0.000,0.574,0.000,0.534,1.126,1.972,2.245,65.268,100.161,67.198
23.920,0.000,0.000,1.433,0.000,0.222,0.158,0.000,0.000,0.000,1.140,0.000,69.612,107.857,71.954
23.930,0.000,0.000,0.477,0.000,0.254,0.000,0.000,0.000,0.000,1.716,0.000,72.383,111.211,73.690
23.940,0.000,0.948,0.000,0.000,0.259,0.000,1.047,0.000,0.000,2.540,0.000,73.308,109.743,72.432
23.950,0.000,2.056,0.737,0.000,0.341,0.000,3.431,0.236,0.000,2.185,0.000,71.603,104.394,68.852
23.960,0.000,0.000,1.805,0.000,0.387,0.000,4.874,1.613,1.589,0.090,2.103,66.549,95.935,63.677
23.970,0.000,0.000,1.873,0.000,0.298,0.000,4.594,2.091,1.640,0.000,2.063,58.304,84.231,57.277
23.980,0.000,0.000,1.111,0.000,0.036,0.000,2.856,1.231,0.419,0.000,0.037,48.401,69.680,50.020
23.990,21.913,19.358,0.719,0.000,0.000,0.002,1.108,0.000,0.126,0.000,0.000,39.242,54.563,42.661
24.000,54.070,52.607,1.263,0.000,0.000,1.282,0.771,0.000,1.725,0.000,0.000,32.315,41.822,35.769
24.010,81.424,82.153,2.048,0.000,0.000,1.707,1.626,0.000,3.736,0.000,0.000,26.705,32.383,28.844
24.020,96.363,97.555,2.112,0.000,0.192,1.204,1.891,0.216,4.134,0.000,0.000,20.178,24.494,20.840
24.030,102.723,101.742,1.364,0.000,1.128,0.554,0.332,0.000,2.838,0.000,0.000,12.074,16.250,12.027
24.040,107.916,104.124,0.466,0.000,1.319,0.425,0.000,0.000,1.453,0.000,0.000,4.400,8.097,4.624
24.050,114.693,110.221,0.000,0.605,0.430,0.495,0.000,0.000,0.973,0.000,0.000,0.000,2.047,0.685
24.060,121.543,119.162,0.000,1.587,0.000,0.000,0.000,0.000,0.948,0.000,0.168,0.000,0.000,0.000
24.070,127.103,127.604,0.000,2.630,0.000,0.000,0.000,0.154,0.899,0.332,1.978,0.000,0.000,0.000
24.080,131.745,133.359,0.000,3.040,0.000,0.000,2.168,1.148,1.226,0.000,3.020,0.000,0.000,0.000
24.090,136.025,136.227,0.758,2.136,0.410,0.000,3.007,1.513,2.198,0.000,3.202,0.000,0.000,0.000
24.100,139.277,137.307,2.373,0.686,0.645,0.000,1.743,0.849,3.051,0.000,2.758,0.000,0.752,0.000
24.110,140.374,137.968,3.268,0.539,0.000,0.000,0.000,0.000,2.921,0.000,2.360,0.000,1.769,0.000
24.120,139.508,138.816,3.522,2.445,0.000,0.000,0.000,0.000,2.109,2.355,2.751,0.000,1.981,0.000
24.130,138.198,139.204,4.207,5.118,0.000,0.000,0.000,0.000,1.569,2.325,3.565,0.000,1.090,1.784
24.140,137.228,137.805,6.007,6.921,0.000,0.000,0.000,0.000,1.452,0.000,3.202,0.000,0.000,2.300
24.150,135.496,133.805,8.402,7.784,0.000,0.000,0.484,0.000,1.038,0.000,0.864,0.000,0.000,0.575
24.160,131.407,127.680,10.440,8.965,0.000,0.224,1.385,0.000,0.071,0.000,0.000,0.000,0.000,0.000
24.170,124.885,120.836,12.061,11.473,0.344,0.000,0.242,0.337,0.000,0.055,0.000,0.000,0.000,0.000
24.180,117.586,114.427,14.213,15.133,0.979,0.000,0.000,0.719,0.000,1.877,0.000,0.000,0.000,0.560
24.190,111.118,108.536,17.482,18.941,0.085,0.000,0.000,1.781,0.000,1.646,1.423,1.822,0.000,2.186
24.200,105.224,102.481,21.040,22.030,0.000,0.000,0.000,2.837,0.000,0.340,1.830,2.880,0.000,1.743
24.210,98.152,95.674,23.585,24.240,0.000,0.437,0.000,2.511,0.000,0.000,0.320,2.155,0.276,0.099
24.220,89.002,88.122,25.136,25.797,0.000,0.792,0.000,0.912,0.000,0.000,0.000,0.620,2.058,0.000
24.230,79.085,80.432,26.986,26.656,0.000,0.176,0.774,0.000,0.000,0.093,0.000,0.000,2.792,0.334
24.240,70.517,73.266,29.645,26.584,1.317,0.000,2.783,0.532,0.000,0.143,0.000,0.000,2.389,1.782
24.250,63.956,66.480,31.763,26.022,1.718,0.000,4.242,1.991,0.000,0.308,2.023,0.000,1.386,2.144
24.260,58.290,59.050,31.713,26.243,0.885,0.396,3.638,2.487,0.000,0.767,4.037,0.000,0.608,0.978
24.270,52.203,50.349,29.674,27.973,0.000,2.544,1.627,1.797,0.000,0.915,3.932,0.768,0.603,0.000
24.280,45.376,41.321,27.425,30.142,0.000,4.105,0.309,1.363,0.000,0.397,1.808,1.794,0.909,0.000
24.290,38.342,33.845,26.267,30.723,0.350,5.050,0.689,2.142,0.000,0.000,0.000,2.501,0.489,0.000
24.300,31.817,28.908,25.852,28.718,1.554,6.211,1.845,3.115,0.508,0.063,0.000,2.842,0.000,0.000
24.310,26.311,25.764,25.072,24.853,3.620,7.508,2.693,2.513,0.343,0.367,0.000,2.499,0.000,0.000
24.320,21.957,22.858,23.367,20.526,6.894,8.273,3.728,0.215,0.000,0.000,1.631,1.126,0.000,0.000
24.330,18.547,19.318,20.970,16.744,11.200,9.319,6.383,0.000,0.000,0.000,2.976,0.000,0.000,0.000
24.340,15.750,15.569,18.365,14.103,15.883,12.802,10.997,0.000,0.000,0.000,2.807,0.000,0.000,0.000
24.350,13.214,12.691,15.826,12.937,20.180,19.414,16.373,0.203,0.000,0.000,1.275,0.000,0.000,0.000
24.360,10.564,11.129,13.344,12.807,23.906,27.441,21.501,2.397,0.000,0.096,0.000,0.000,0.000,1.020
24.370,7.825,10.052,10.881,12.358,28.078,35.542,26.961,3.205,0.415,2.318,0.000,0.220,0.000,1.730
24.380,5.812,8.205,8.691,10.447,34.401,44.843,34.263,2.408,0.211,3.152,0.441,0.258,0.000,1.971
24.390,5.274,5.328,7.155,7.353,43.735,57.096,44.086,0.950,0.000,2.451,0.780,0.000,0.000,1.935
24.400,5.527,2.459,6.117,4.411,55.165,72.067,55.273,0.037,0.000,0.661,0.000,0.000,0.000,1.642
24.410,4.978,0.808,4.728,2.550,66.607,88.065,65.574,0.347,0.000,0.000,0.000,0.419,1.152,1.202
24.420,3.211,0.567,2.471,1.575,76.177,104.161,73.641,1.684,0.000,0.000,0.000,0.297,2.502,0.824
24.430,1.508,0.894,0.205,0.882,83.180,120.340,80.003,2.978,0.000,0.000,0.370,0.000,2.307,0.562
24.440,1.006,1.015,0.000,0.440,88.204,135.667,85.717,2.893,0.000,0.000,1.700,0.000,0.917,0.261
24.450,1.302,1.033,0.973,0.679,92.369,147.797,90.797,1.149,0.000,0.350,1.747,0.000,0.107,0.000
24.460,1.184,1.263,2.924,1.504,96.211,154.820,94.678,0.000,0.000,0.492,0.858,0.000,0.393,0.000
24.470,0.148,1.241,3.253,1.962,99.091,156.768,97.280,0.000,0.000,0.581,0.098,0.000,0.641,0.000
24.480,0.000,0.364,1.510,1.142,99.698,154.839,98.489,2.222,0.000,1.107,0.000,0.000,0.223,0.000
24.490,0.000,0.000,0.000,0.000,97.248,149.779,97.278,4.298,0.000,1.564,0.000,0.216,0.000,0.000
24.500,0.000,0.000,0.000,0.000,92.167,141.436,92.539,2.752,0.000,1.303,0.000,1.849,0.656,1.057
24.510,0.000,0.049,0.000,0.000,85.318,129.545,84.686,0.000,0.000,0.696,0.000,2.653,1.683,2.965
24.520,0.000,1.223,0.000,0.000,76.770,114.541,75.633,1.186,1.284,0.841,0.000,2.180,2.048,2.857
24.530,0.258,1.937,0.000,0.000,66.280,97.611,66.994,15.143,18.144,2.101,0.000,0.842,1.498,1.066
24.540,1.530,2.160,0.000,3.030,55.137,80.156,58.734,38.346,41.823,3.335,0.000,0.000,0.381,0.000
24.550,1.770,1.659,0.410,5.027,46.051,63.629,49.961,60.306,62.542,2.951,1.222,0.000,0.000,0.762
24.560,1.086,0.150,1.342,4.154,40.048,49.490,40.533,73.102,74.504,0.853,2.114,0.000,0.000,2.837
24.570,0.489,0.000,1.400,1.659,34.478,38.093,30.980,77.611,79.728,0.000,1.850,0.000,0.000,3.929
24.580,0.695,0.000,0.806,0.000,25.756,27.676,21.304,79.692,82.995,0.000,0.711,1.272,0.000,3.168
24.590,1.339,0.000,0.000,0.000,13.996,16.273,11.473,83.599,86.542,1.115,0.000,2.583,0.000,1.654
24.600,1.526,0.979,0.000,0.000,3.539,5.016,3.071,89.850,90.289,2.678,0.753,2.495,0.744,1.071
24.610,0.922,2.062,0.000,0.000,0.000,0.000,0.000,96.598,94.129,2.520,2.353,0.923,1.483,1.796
24.620,0.163,0.818,0.000,0.000,0.000,0.000,0.000,101.331,98.089,1.414,3.100,0.000,0.960,2.387
24.630,0.099,0.000,0.000,0.790,1.312,0.000,0.000,102.531,101.269,0.865,2.331,0.000,0.272,1.263
24.640,0.648,0.000,0.534,2.174,2.861,0.000,0.000,101.007,102.124,1.529,1.292,0.000,0.249,0.000
24.650,0.831,0.000,1.725,2.043,2.524,0.000,0.000,99.113,100.121,3.236,1.634,0.000,0.647,0.000
24.660,0.178,0.000,1.733,0.381,0.837,0.000,0.000,98.116,96.502,5.485,3.633,0.000,0.967,0.000
24.670,0.000,0.428,0.523,0.000,0.000,0.000,0.000,96.958,92.942,7.538,6.295,0.313,1.226,2.791
24.680,0.281,0.885,0.000,0.000,0.000,0.000,1.285,93.945,89.683,8.980,8.759,2.584,1.575,4.875
24.690,2.202,1.570,0.000,1.367,0.000,0.000,1.962,88.641,85.474,10.495,11.094,3.081,1.883,3.996
24.700,3.549,1.888,0.042,1.650,0.000,0.000,1.153,81.589,79.378,13.228,13.846,1.403,1.999,1.236
24.710,2.613,0.997,0.906,0.000,0.000,0.000,0.000,73.358,72.091,17.042,17.236,0.000,1.886,0.000
24.720,0.000,0.000,0.627,0.000,0.000,0.000,0.000,64.729,65.080,20.122,20.881,0.000,1.403,0.000
24.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.927,58.902,20.858,23.898,0.882,0.452,0.013
24.740,0.000,0.590,0.000,0.554,0.000,1.617,0.000,50.668,53.080,19.844,25.178,3.097,0.000,1.306
24.750,1.034,1.476,0.000,2.965,0.283,2.026,1.725,45.386,47.335,19.377,24.165,3.831,0.000,2.096
24.760,1.915,0.841,0.000,2.821,0.363,0.392,1.714,39.993,41.941,20.810,21.768,2.120,0.000,2.434
24.770,0.812,0.000,0.000,0.170,0.000,0.000,0.000,34.173,36.877,22.913,19.978,0.000,0.756,2.227
24.780,0.000,0.316,0.000,0.000,0.000,0.000,0.000,28.555,31.473,23.236,19.925,0.000,2.070,1.177
24.790,0.000,2.471,0.000,0.000,0.000,0.000,0.000,23.868,25.262,20.705,20.574,0.000,3.321,0.000
24.800,1.546,4.067,0.000,0.000,0.000,0.168,0.000,20.268,18.940,16.468,19.794,3.182,4.829,0.024
24.810,3.356,3.148,0.089,0.000,0.000,0.000,0.000,17.365,14.085,12.549,16.680,7.504,6.758,3.212
24.820,3.006,0.192,1.207,0.243,0.000,0.000,0.339,14.679,11.521,10.223,12.422,10.007,9.145,8.663
24.830,1.025,0.000,2.316,0.000,0.000,0.000,2.240,12.122,10.072,9.428,8.930,11.856,12.577,14.136
24.840,0.000,0.000,2.802,0.000,0.000,0.200,2.266,10.005,7.684,9.050,7.050,15.266,18.254,18.503
24.850,0.000,0.000,2.167,0.000,0.726,0.314,0.514,8.454,3.936,7.826,6.274,20.709,27.019,22.809
24.860,0.166,0.717,0.647,0.000,0.995,0.289,0.000,7.066,0.607,5.609,5.694,27.177,38.514,28.668
24.870,0.000,0.514,0.000,0.000,0.205,0.000,0.000,5.342,0.000,3.662,4.783,34.415,51.576,36.384
24.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.149,0.000,3.118,3.473,43.128,65.358,44.731
24.890,0.000,0.000,0.289,0.000,0.000,0.000,1.617,0.740,0.893,3.384,1.972,52.988,79.597,52.124
24.900,0.000,0.000,0.631,0.172,0.000,0.000,1.500,0.000,1.486,2.765,0.682,61.957,93.603,57.967
24.910,0.000,0.632,0.000,0.359,0.000,0.000,0.000,0.000,2.344,0.558,0.039,68.158,105.509,62.980
24.920,0.000,1.797,0.000,1.533,0.869,0.000,0.000,0.032,3.815,0.000,0.185,71.540,113.074,67.999
24.930,0.517,2.842,0.000,2.881,0.455,0.000,0.000,1.459,5.243,0.000,0.814,73.118,115.155,72.461
24.940,2.142,3.239,0.000,2.781,0.000,0.000,0.553,1.040,5.555,0.000,1.329,73.176,112.158,74.387
24.950,1.806,0.932,0.994,0.952,0.000,0.000,2.188,0.000,4.235,0.000,1.197,70.881,105.287,71.927
24.960,0.000,0.000,1.459,0.000,0.000,0.199,2.045,0.000,1.879,0.455,0.507,65.492,95.708,64.976
24.970,0.000,0.000,0.623,0.000,2.052,0.795,0.246,0.000,0.000,2.178,0.199,57.507,84.268,55.420
24.980,0.397,0.000,0.286,0.000,3.604,1.304,0.000,0.505,0.000,3.360,1.074,48.537,71.588,45.842
24.990,23.996,23.175,1.656,0.000,3.199,1.849,0.000,0.769,0.000,3.208,2.423,40.276,58.277,37.828
25.000,57.343,57.308,3.591,0.614,2.015,2.468,0.000,0.000,0.000,1.330,2.487,33.524,45.080,31.304
25.010,84.330,84.301,3.931,1.576,1.476,2.882,0.831,0.000,0.000,0.000,0.660,27.799,32.709,25.083
25.020,96.148,96.583,2.075,2.798,1.706,2.777,1.045,0.000,0.000,0.000,0.000,21.758,21.451,17.959
25.030,98.751,100.169,0.000,3.874,1.842,2.239,0.000,0.000,0.000,0.000,0.000,14.420,11.534,9.880
25.040,103.363,104.211,0.000,3.930,1.301,1.653,0.000,1.286,1.014,1.158,0.000,6.314,4.150,2.545
25.050,113.604,111.081,0.000,2.817,0.352,1.159,0.557,1.865,2.416,2.270,0.000,0.000,0.961,0.000
25.060,124.184,118.003,0.129,1.670,0.000,0.629,2.682,1.756,3.056,2.410,0.000,0.000,1.708,0.000
25.070,129.683,123.448,0.434,1.875,0.000,0.240,2.617,1.345,3.589,2.182,0.000,0.000,3.448,0.000
25.080,131.018,128.507,0.524,3.476,0.000,0.573,0.333,1.015,4.105,1.687,0.000,0.000,3.411,1.105
25.090,132.753,133.975,1.300,4.923,0.000,1.904,0.000,1.132,3.908,0.666,0.000,1.004,1.993,1.588
25.100,136.699,138.898,2.790,4.644,0.000,3.584,0.000,1.649,2.654,0.000,0.000,1.599,1.732,2.047
25.110,140.492,141.825,4.256,2.872,0.000,4.296,0.734,1.884,1.297,0.000,1.630,0.226,3.569,3.017
25.120,141.572,142.165,5.144,1.654,0.000,3.144,1.225,1.322,1.250,0.000,2.235,0.000,5.219,3.832
25.130,140.063,140.361,5.582,2.802,0.000,0.709,0.355,0.444,2.588,0.000,2.008,0.476,3.795,3.799
25.140,137.307,137.391,6.213,6.047,0.000,0.000,0.000,0.200,3.745,0.000,1.293,2.662,0.000,3.275
25.150,133.449,133.934,7.679,9.623,0.675,0.000,0.606,0.819,3.218,0.000,0.092,3.629,0.000,3.042
25.160,127.821,129.620,10.132,12.430,1.330,0.228,1.190,1.745,1.073,0.000,0.000,2.659,0.000,3.043
25.170,120.956,123.510,13.162,14.808,1.903,1.569,0.000,2.571,0.000,0.000,0.000,0.994,0.000,2.445
25.180,114.738,115.705,16.225,17.159,2.356,1.787,0.000,3.201,0.000,0.000,0.000,0.000,1.755,0.903
25.190,110.257,107.819,19.037,18.892,2.249,1.228,0.000,3.110,0.000,0.000,0.000,0.000,0.000,0.000
25.200,106.243,101.166,21.461,19.413,1.554,0.742,0.000,1.560,0.000,0.000,0.000,0.000,0.000,0.000
25.210,100.290,95.083,23.209,19.494,1.110,0.561,0.000,0.000,2.013,0.000,0.000,0.000,0.000,0.000
25.220,91.555,87.928,24.016,20.750,1.675,0.326,0.211,0.000,3.688,0.000,0.000,1.211,0.000,0.000
25.230,81.661,79.415,24.249,23.856,2.849,0.000,0.121,0.000,2.913,0.000,0.000,2.135,2.910,0.833
25.240,72.827,70.996,25.033,27.892,3.553,0.000,0.442,0.668,0.532,0.000,0.081,1.700,3.180,0.573
25.250,65.786,63.851,27.311,31.295,3.406,0.687,2.214,2.490,0.000,0.000,1.684,0.778,1.128,0.000
25.260,59.657,57.528,30.587,32.965,2.954,1.700,4.238,2.061,0.000,1.111,3.524,0.547,0.000,0.000
25.270,53.177,51.037,32.845,32.639,2.583,2.285,4.372,0.000,0.000,1.348,4.306,0.835,0.000,0.000
25.280,45.859,44.390,32.179,30.843,2.122,2.424,2.337,0.000,0.000,0.000,2.934,0.666,0.065,2.080
25.290,38.361,38.289,28.792,28.474,1.800,2.789,0.258,0.000,0.000,0.000,0.048,0.000,1.612,2.518
25.300,31.759,32.964,25.119,26.066,2.617,3.820,0.242,0.000,0.000,0.000,0.000,0.000,2.320,0.000
25.310,26.383,28.196,23.505,23.596,5.045,5.226,2.350,0.000,0.000,0.000,0.000,0.727,1.552,0.000
25.320,21.756,24.103,23.817,21.269,8.104,6.611,5.223,0.764,0.000,0.000,0.587,2.094,0.000,0.000
25.330,17.694,20.985,23.822,19.818,10.582,8.466,7.910,0.764,0.000,0.000,3.306,2.782,0.000,1.325
25.340,14.720,18.335,21.897,19.370,12.689,12.185,10.783,0.000,0.000,0.000,3.525,2.338,0.000,4.348
25.350,13.044,14.874,18.655,18.746,15.650,18.770,15.056,0.000,0.000,2.176,1.044,0.808,0.000,3.464
25.360,11.785,10.261,15.702,16.728,20.075,27.682,21.550,0.000,0.604,2.978,0.000,0.000,0.000,0.149
25.370,9.766,6.215,13.511,13.545,25.816,37.522,29.774,0.000,0.785,0.301,0.000,0.000,0.000,0.000
25.380,6.726,4.995,11.144,10.394,33.145,47.927,38.364,0.853,0.159,0.000,1.326,0.000,0.000,0.000
25.390,3.400,6.733,7.774,8.016,42.703,60.123,46.536,2.552,0.000,0.000,1.428,0.349,0.000,0.000
25.400,0.924,8.933,3.912,6.365,54.064,75.193,54.739,2.002,0.000,0.000,0.000,3.101,0.000,0.000
25.410,0.365,8.750,1.058,5.249,65.395,92.120,63.733,0.000,0.000,3.113,0.000,3.169,0.000,0.000
25.420,1.887,5.590,0.323,4.620,74.935,108.182,73.389,0.000,0.732,3.285,0.000,0.948,0.000,0.000
25.430,3.878,1.536,1.477,4.300,82.309,121.495,82.660,0.000,0.508,0.782,0.000,0.000,0.000,0.000
25.440,3.972,0.000,3.224,3.777,88.319,132.672,90.404,0.000,0.000,0.000,0.034,0.000,0.000,0.000
25.450,1.853,0.070,4.233,2.613,93.771,143.309,95.963,0.000,0.000,0.000,2.596,0.990,0.000,0.130
25.460,0.000,2.002,3.865,1.084,98.345,153.027,99.076,0.000,0.000,0.000,3.985,1.610,0.464,2.233
25.470,0.425,2.873,2.221,0.045,100.520,158.865,99.682,0.000,0.000,0.000,3.763,0.312,1.672,4.041
25.480,1.774,1.983,0.000,0.000,99.113,157.943,98.042,1.127,1.185,0.282,2.144,0.000,2.656,4.122
25.490,1.424,0.495,0.000,0.605,94.945,150.294,94.792,2.424,0.960,0.476,0.498,0.000,2.546,2.909
25.500,0.000,0.000,0.000,1.319,90.161,138.683,90.437,0.021,0.000,0.272,0.062,0.000,1.639,2.099
25.510,0.000,0.317,0.000,1.991,85.500,125.816,84.791,0.000,0.000,0.656,0.427,0.000,1.262,2.258
25.520,0.209,0.834,0.132,2.653,79.115,112.284,77.238,0.000,0.000,1.497,0.203,0.000,2.082,2.306
25.530,1.304,0.318,1.210,3.007,69.046,97.414,67.671,14.406,13.630,1.975,0.000,0.000,3.117,1.480
25.540,0.122,0.000,1.317,2.502,56.446,81.489,57.133,38.029,37.362,1.923,0.000,0.866,2.944,0.453
25.550,0.000,0.000,1.266,0.976,45.122,66.194,47.392,59.204,58.609,1.762,0.000,1.808,1.504,0.045
25.560,0.000,0.000,1.694,0.000,37.491,52.781,39.569,71.178,70.594,1.319,0.000,1.151,0.207,0.000
25.570,0.000,1.241,2.165,0.000,31.874,40.711,32.896,76.069,75.708,0.000,0.000,0.000,0.346,0.000
25.580,0.457,1.684,2.024,0.000,24.665,28.775,25.217,79.382,80.129,0.000,0.309,0.000,1.703,0.000
25.590,1.027,0.561,1.611,0.000,14.877,17.273,15.508,83.687,86.553,0.000,1.359,0.000,2.761,0.000
25.600,0.000,0.000,1.680,0.000,5.506,8.275,5.827,88.446,93.298,0.000,2.525,0.000,2.219,0.000
25.610,0.000,0.000,1.831,0.000,0.069,3.449,0.000,92.832,97.983,0.000,2.800,0.016,0.131,0.000
25.620,0.000,0.000,0.805,0.000,0.000,2.240,0.000,96.627,100.177,2.338,1.665,0.000,0.000,0.000
25.630,0.000,0.334,0.000,1.553,0.000,2.614,1.527,99.383,100.916,3.680,0.140,0.650,0.000,0.000
25.640,0.000,1.512,0.000,2.566,0.000,2.904,3.394,100.285,100.878,3.461,0.028,2.664,0.000,0.000
25.650,0.000,2.436,0.000,1.780,0.000,2.341,2.825,99.049,99.701,2.780,1.878,4.293,0.000,0.000
25.660,0.000,2.687,1.689,0.311,0.000,0.680,0.532,96.415,96.900,3.017,4.256,3.482,1.369,0.000
25.670,0.826,1.841,2.144,0.000,0.000,0.000,0.000,93.382,92.804,5.146,5.478,0.346,2.539,0.000
25.680,1.689,0.206,0.000,0.000,0.000,0.000,0.000,89.999,88.381,9.200,5.659,0.000,1.929,0.000
25.690,0.547,0.000,0.000,0.542,0.000,0.000,0.000,85.283,84.394,13.977,6.554,0.000,0.561,0.712
25.700,0.000,0.000,0.000,0.653,0.000,0.099,0.000,78.584,80.688,17.777,9.467,0.000,0.000,1.461
25.710,0.000,0.000,0.000,0.151,0.000,0.527,0.000,70.711,76.159,19.902,13.634,0.000,0.745,0.159
25.720,0.000,0.000,1.846,0.000,0.000,0.000,0.000,63.259,69.672,21.017,16.981,0.651,2.083,0.000
25.730,1.175,0.000,2.698,0.000,0.000,0.000,0.000,56.947,61.235,21.913,18.455,0.795,2.524,0.000
25.740,2.558,0.000,2.020,0.000,0.000,0.000,0.000,51.037,52.154,22.739,18.984,0.775,1.530,0.000
25.750,2.472,0.000,0.311,0.000,0.000,0.000,0.880,44.496,44.026,23.502,19.875,0.836,0.000,1.660
25.760,2.101,0.000,0.000,0.412,0.453,0.000,3.286,37.504,37.658,24.265,21.060,0.580,0.000,3.448
25.770,2.422,0.000,0.000,1.156,1.128,0.000,3.911,31.448,32.810,24.665,21.453,0.149,0.000,3.890
25.780,2.990,0.000,0.000,1.163,0.417,0.000,2.599,27.283,28.774,24.131,20.406,0.621,0.000,3.539
25.790,2.789,0.839,0.000,0.408,0.000,0.395,0.337,24.230,25.042,22.649,18.285,2.677,1.379,3.382
25.800,1.801,2.840,0.000,0.000,0.000,1.684,0.000,20.677,21.331,20.600,15.970,5.606,2.716,4.031
25.810,1.173,4.250,0.000,0.000,0.000,1.752,0.000,16.261,17.352,18.060,14.139,8.286,3.567,5.523
25.820,1.659,4.519,0.000,0.209,0.000,0.985,0.000,12.284,13.179,15.020,12.844,10.570,4.981,7.809
25.830,2.356,3.471,0.000,1.368,0.000,0.620,0.000,9.906,9.552,12.057,11.541,13.267,8.971,11.204
25.840,1.679,1.078,1.133,1.956,0.000,0.975,0.000,8.708,7.112,9.945,9.673,17.274,16.720,16.058
25.850,0.000,0.000,2.130,1.290,0.953,1.184,0.000,7.398,5.594,8.641,7.371,23.057,27.496,22.106
25.860,0.000,0.000,0.809,0.000,1.086,0.738,0.207,5.363,4.334,7.249,5.367,30.448,39.769,28.763
25.870,0.000,0.000,0.000,0.000,0.000,0.341,2.110,3.062,3.106,5.005,4.053,38.667,52.895,36.116
25.880,0.000,0.306,0.000,0.000,0.000,0.826,2.530,1.155,1.820,2.175,2.977,46.746,66.930,44.708
25.890,0.566,2.098,0.000,0.000,0.000,1.929,0.620,0.000,0.081,0.000,1.524,54.002,81.098,53.987
25.900,1.254,1.162,0.513,0.000,0.000,2.618,0.000,0.000,0.000,0.000,0.000,60.066,93.542,61.863
25.910,0.640,0.000,1.671,1.615,0.000,2.142,0.000,0.000,0.000,0.000,0.000,64.835,102.831,66.521
25.920,0.000,0.000,1.701,3.359,0.413,0.441,0.000,0.000,0.000,0.000,0.000,68.481,108.929,68.217
25.930,0.000,0.000,0.893,3.306,0.000,0.000,0.000,1.094,0.000,0.000,1.099,70.911,112.290,68.648
25.940,0.179,1.917,0.000,1.738,0.000,0.000,0.000,2.448,0.485,0.000,2.246,71.115,112.515,68.758
25.950,0.000,1.420,0.000,0.477,0.000,0.000,0.790,3.053,0.941,0.000,2.087,67.891,108.382,67.684
25.960,0.000,0.000,0.000,0.642,0.000,0.000,2.080,2.727,0.248,0.000,1.061,61.433,99.183,63.915
25.970,0.000,0.000,0.138,1.206,0.000,0.000,2.631,1.613,0.000,0.000,0.290,53.458,85.803,57.214
25.980,0.324,0.000,0.000,0.558,0.000,0.000,1.243,0.007,0.257,0.000,0.277,45.590,70.508,49.216
25.990,21.702,22.447,0.000,0.000,1.372,0.200,0.000,0.000,0.993,0.000,0.627,38.384,55.839,41.945
26.000,52.970,54.603,0.000,0.000,3.219,0.355,0.000,0.000,1.098,0.000,0.940,31.853,43.422,35.677
26.010,80.439,82.483,1.037,0.000,3.725,0.000,0.000,0.000,0.475,0.314,1.276,25.696,33.186,28.705
26.020,95.166,97.668,2.869,0.000,2.237,0.000,0.142,0.742,0.000,1.134,1.489,18.944,23.732,19.758
26.030,100.181,103.164,3.504,0.000,0.292,0.000,0.611,2.909,0.000,1.403,0.841,10.978,14.139,10.310
26.040,103.679,106.631,2.869,0.000,0.000,0.000,0.000,3.440,0.000,0.982,0.000,3.225,5.412,3.592
26.050,109.728,112.130,1.763,0.000,0.000,0.000,0.000,2.218,0.596,0.000,0.000,0.000,0.000,1.145
26.060,117.503,119.123,0.577,0.000,0.000,0.000,0.000,0.733,0.964,0.000,0.000,0.000,0.000,1.216
26.070,125.404,125.865,0.000,0.000,0.000,0.000,0.000,0.387,0.796,0.000,0.000,0.000,0.000,1.006
26.080,132.414,131.637,0.000,0.000,0.488,0.000,0.000,0.928,0.304,0.000,0.000,0.000,0.000,0.000
26.090,137.219,136.663,0.000,1.084,2.987,0.000,0.000,0.971,0.119,1.251,0.000,0.530,0.000,0.000
26.100,139.006,140.992,0.622,4.552,4.496,0.000,0.000,0.000,0.723,2.048,0.000,1.285,0.676,0.000
26.110,138.899,143.675,3.444,6.731,3.675,0.000,0.000,0.000,1.886,0.786,1.239,1.605,1.663,0.000
26.120,138.852,143.270,5.265,6.283,1.415,2.190,0.000,0.000,2.606,0.000,4.072,1.135,1.211,0.000
26.130,139.137,139.481,5.397,4.708,0.000,2.814,0.000,0.000,1.817,0.000,5.020,0.288,0.000,0.000
26.140,138.109,134.029,4.773,4.627,0.000,1.190,0.000,0.000,0.000,0.000,3.058,0.000,0.000,0.000
26.150,134.575,129.399,5.314,6.999,0.534,0.000,0.000,0.001,0.000,0.011,0.000,0.000,0.000,0.000
26.160,129.392,126.526,8.364,10.714,1.633,0.000,0.000,1.629,0.000,0.000,0.000,0.000,0.000,0.000
26.170,124.242,123.907,13.253,14.266,2.418,2.024,0.000,2.027,0.000,0.000,0.000,0.000,0.000,0.000
26.180,119.485,119.103,17.717,17.050,3.335,3.517,0.000,1.399,1.101,0.000,0.000,0.190,0.000,0.755
26.190,114.011,111.109,20.199,19.320,4.604,3.330,0.000,0.588,1.971,0.000,0.000,0.597,0.000,2.729
